28.00,0.00,7.00,13.30,2.15,1
31.00,7.00,11.00,30.70,3.00,1
41.00,6.00,1.00,6.30,0.12,0
36.00,7.00,17.00,9.90,1.69,0
41.00,1.00,16.00,4.40,0.24,0
53.00,16.00,31.00,5.60,1.33,0
31.00,6.00,5.00,11.50,2.33,0
28.00,5.00,6.00,2.90,0.34,0
48.00,28.00,25.00,12.00,4.33,0
23.00,0.00,1.00,3.90,1.02,1
31.00,11.00,6.00,6.80,0.30,0
27.00,6.00,6.00,4.90,0.88,0
43.00,11.00,17.00,1.30,0.18,0
29.00,5.00,7.00,18.70,2.13,0
53.00,6.00,7.00,6.40,0.59,1
38.00,4.00,9.00,13.60,1.25,0
30.00,12.00,10.00,8.50,0.17,0
28.00,2.00,0.00,9.40,0.23,1
36.00,11.00,2.00,32.50,1.27,0
48.00,15.00,5.00,2.10,0.32,0
31.00,12.00,9.00,6.60,0.44,0
35.00,16.00,10.00,10.50,1.14,0
50.00,4.00,4.00,12.50,0.14,0
42.00,12.00,9.00,15.00,2.53,0
40.00,2.00,3.00,7.10,0.18,0
37.00,0.00,13.00,0.90,0.12,1
31.00,6.00,8.00,2.80,0.40,0
38.00,11.00,13.00,8.00,1.27,0
35.00,15.00,1.00,10.60,5.50,0
44.00,24.00,10.00,5.60,2.99,0
44.00,21.00,14.00,13.20,3.19,0
33.00,0.00,12.00,0.90,0.08,0
35.00,7.00,14.00,4.90,0.26,0
36.00,10.00,4.00,13.00,0.96,0
23.00,3.00,4.00,6.30,0.55,0
27.00,0.00,7.00,12.80,0.58,0
34.00,6.00,1.00,1.20,0.04,0
35.00,0.00,5.00,11.10,1.37,1
24.00,4.00,4.00,3.70,0.32,0
48.00,30.00,8.00,6.40,1.87,0
26.00,8.00,1.00,11.80,0.44,0
40.00,6.00,9.00,2.10,0.39,1
34.00,9.00,8.00,9.30,0.42,0
35.00,17.00,4.00,3.00,0.09,0
30.00,7.00,2.00,25.40,1.17,1
20.00,4.00,0.00,9.70,0.20,1
36.00,1.00,17.00,11.50,0.32,0
21.00,1.00,1.00,6.30,0.14,0
34.00,18.00,10.00,10.50,0.84,0
35.00,7.00,5.00,16.10,1.70,1
35.00,1.00,4.00,7.90,0.85,0
34.00,10.00,1.00,10.30,2.50,1
33.00,12.00,12.00,10.80,1.37,0
30.00,4.00,2.00,10.70,0.23,0
24.00,0.00,5.00,7.30,0.02,0
47.00,31.00,8.00,7.20,9.31,0
53.00,0.00,26.00,28.90,2.75,1
22.00,0.00,2.00,4.70,0.22,0
48.00,6.00,1.00,12.10,2.32,0
36.00,6.00,15.00,4.60,0.26,1
29.00,6.00,4.00,11.50,0.37,0
33.00,15.00,3.00,7.60,0.49,0
45.00,19.00,22.00,8.40,2.30,0
37.00,12.00,14.00,14.70,2.99,0
